0,Actor ID/SRN,Role,Country,Actor/Organisation name,VAT number,EORI,National trade register,Street name,Street number,Address line 2,PO box,City,Postal Code,Country,Email,Phone number,Website
11371,NL-MF-000010907,Manufacturer,Netherlands,"OrbusNeich Medical, B.V.",NL817323636B01,NL817323636,,Drs. W. van Royenstraat,5,,,Hoevelaken,3871AN,Netherlands,onra@orbusneich.com,+31 33 254 1150,
11372,TW-MF-000012254,Manufacturer,Taiwan,"Jan Mao Industrial Co., Ltd.",89960071,,,"1Fl., No.2-2, Alley 20, Lane 142, Sec. 6, Roosevelt Road, Wen-Shan Dist.",,,,Taipei,116055,Taiwan,phoebechao@janmao.com,+886-2-29300381,
11373,TW-MF-000011140,Manufacturer,Taiwan,Well-Life Healthcare Ltd.,27654740,,,"6F.,No.168,Lide St.,Jhonghe District",,,,New Taipei City,23512,Taiwan,robert@welllifehealthcare.com.tw,+866-2-2277-9866,
11374,CN-MF-000009654,Manufacturer,China,"Ninghai Smart Dolphin Commodity Co., Ltd.",,,9133022630898910XD,"Tanxiang South Road,Yuelong District","No.1,BLD.12",,,"Ninghai,Ningbo,Zhejiang",315600,China,sales@smartdolphine.com,,
11375,TW-MF-000009946,Manufacturer,Taiwan,YASCO ENTERPRISE CORP.,,DE-4710665,,Da Kang Lang,179-52,"Da Li Village, Chia Yi County",,Pu Zi City,61359,Taiwan,jack@yasco.com.tw,+ 886 5 379 5155 #128,https://yasco.com.tw/en/contactus.asp
11376,TW-MF-000007717,Manufacturer,Taiwan,"Hope Vision Co., Ltd.",,,,Qunyi Rd,No.69,"No.69, Qunyi Rd., Zhunan Township, Miaoli County 350, Taiwan",,"Zhunan Township, Miaoli County",350,Taiwan,info@hope-vision.com,+886-37-585285,http://www.hope-vision.com/
11377,IL-MF-000007856,Manufacturer,Israel,NORAV Medical Ltd.,,,51-190436-9,Hamada Street,4,,PO Box 81,Yokneam Illit,2069202,Israel,w.schlosser@norav.de,+4961345679830,www.norav.com
11378,PT-MF-000010054,Manufacturer,Portugal,"Carewill, Lda",PT507484851,PT507484851,507484851,Av. Villagarcia de Arosa,2013,,,Senhora da Hora,4460-439,Portugal,igrip@carewill.pt,+351 22 9351001,www.carewill.pt
11379,IL-MF-000012179,Manufacturer,Israel,EndoStream Medical Ltd,515323632,,,Ha'Ilan,12,,265,Or Akiva,3065201,Israel,info@endostream.com,+972 4 8424810,
11380,HU-MF-000007498,Manufacturer,Hungary,Petz-Medical Egészségügyi és Szolgáltató Korlátolt Feleleősségű Társaság,HU12848399,HU0119016981,0109706366,HUBA utca,2,,1039,Budapest III.,1039,Hungary,petzmedical@t-online.hu,309326538,www.petzmedical.hu
11381,HK-MF-000018906,Manufacturer,Hong Kong,Magia (Hong Kong) Limited,,,,9X Valiant Industrial Centre,,,,Shatin,00000,Hong Kong,enquiry@magia.com.hk,,
11382,DE-MF-000010168,Manufacturer,Germany,ReMoD UG (haftungsbeschränkt),DE304742115,,30/490/50018 ,Reinickendorfer Str.,15 / 2,,,Berlin,13347,Germany,remod@berlin.de,+49 30 46608426,www.hemiparese-therapie.de
11383,PK-MF-000009898,Manufacturer,Pakistan,Praise Corporation,,,,Muslim Town Airport Road,,"Kotli Behram,Sialkot-Pakistan",,Sialkot,51310,Pakistan,aqib@praise.com.pk,+92 301 8606300,
11384,PK-MF-000009897,Manufacturer,Pakistan,GB Medical Instruments,,,,"Gulshan Street,	",,"Mohallah	New	Miana Pura East, Sialkot-51310, Pakistan",,Sialkot,51310,Pakistan,info@gbmediinst.com,+92 52 3258177,
11385,CN-MF-000021464,Manufacturer,China,"Changzhou Xin Neng Yuan Medical Stapler Co., Ltd.",,,9132040413725276XD,"No.51, Shuishan Road, Zhonglou Economic Development District",,,,Changzhou,213023,China,jennifer@xnystaplers.com,,
11386,CN-MF-000008756,Manufacturer,China,GCMEDICA ENTERPRISE LTD.(WUXI),,,91320203MA1MEC6P02,Loujin Industrial Park，Shuofang,,18 Xinjin road，Xinwu industrial zone,,WUXI,214143,China,cqs-01@gcmedica.com,,
11387,CN-MF-000010706,Manufacturer,China,"Changshu Taining Medical Equipment Co., Ltd",913205817855793498,,,"Nan Shou, Yangyuan Town",,,,"Changshu City, Jiangsu Province",215562,China,cs.taining@vip.163.com,,
11388,KR-MF-000008624,Manufacturer,Republic of Korea,G&G Contact Lens,KR 5020630981,,,Beoman-ro,93,"(Beommul-dong), 401, 402, 502, 701, 802",,Daegu,42200,Republic of Korea,dbm101@hanmail.net,,
11389,US-MF-000010117,Manufacturer,United States,ARUP Laboratories,,,,Chipeta Way,500,,,Salt Lake City,84108,United States,PharmaDxNotices@aruplab.com,,
11390,RO-MF-000007243,Manufacturer,Romania,ZIRIMPLANT SRL,RO18388186,,,"CALEA 13 SEPTEMBRIE, NR 235, BLOC V3, AP36","SECTOR 5, BUCURESTI",,,BUCHAREST,050723,Romania,info@stemgenerator.eu,,
11391,US-MF-000007310,Manufacturer,United States,PRAXIS MEDICAL LLC,,,,N Willow Avenue,500,Suite 101,,TAMPA,33606,United States,nat@praxismedicaldevices.com,8135458607,www.praxismedicaldevices.com
11392,IE-MF-000002546,Manufacturer,Ireland,Abbott Vascular,IE9989063V,IE9989063V,676600,Cashel Road,,"Clonmel, Co. Tipperary",,Clonmel,E91 WN82,Ireland,AVMED@abbott.com,+353 52 6173000,www.abbott.com
11393,IE-MF-000002547,Manufacturer,Ireland,Abbott Medical,IE9989063V,IE9989063V,676595,Cashel Road,,"Clonmel, Co. Tipperary",,Clonmel,E91 WN82,Ireland,AVMED@abbott.com,+353 52 6173000,www.abbott.com
11394,FR-MF-000008927,Manufacturer,France,OKO SOLUTION,FR01533375416,FR53337541600039,53337541600039,Avenue Gaston Imbert,157,ROUSSET PARC II,,ROUSSET,13790,France,contact@okosolution.com,0488196010,www.okosolution.com
11395,US-MF-000009244,Manufacturer,United States,"FUJIFILM Medical Systems U.S.A., Inc.",,,,81 Hartwell Avenue,,Suite 300,,Lexington,02421,United States,fmsuregulatoryaffairs@fujifilm.com,,
11396,GB-MF-000010291,Manufacturer,United Kingdom (ex Northern Ireland),Runfold Plastics Ltd,273832035,GB273832095000,No trade register,Runfold Plastics Ltd Passfield Mill Business Park,,,,Liphook,GU30 7QU,United Kingdom (ex Northern Ireland),cpotter@runfoldplastics.co.uk,07788715164,https://runfoldplastics.co.uk/
11397,IT-MF-000018670,Manufacturer,Italy,DIATECH PHARMACOGENETICS SRL A SOCIO UNICO,02483840423,,02483840423,VIA IGNAZIO SILONE,1B,,,JESI,60035,Italy,info@diatechpharmacogenetics.com,+39 0731 213243,www.diatechpharmacogenetics.com
11398,US-MF-000008772,Manufacturer,United States,"TeraRecon, Inc.",,,,Emperor Boulevard,4309,,,Durham,27703,United States,pwillhite@terarecon.com,,
11399,US-MF-000010369,Manufacturer,United States,Pioneer Surgical Technology Inc.,,,,River Park Circle,375,,,Marquette,49855,United States,prrc@rtix.com,,https://www.rtix.com/en_us
11400,IT-MF-000018669,Manufacturer,Italy,NUCLEOMED srl,01864470560,,01864470560,Belisario,7,,,Roma,00187,Italy,amministrazione@nucleomed.com,+390649380592,www.nucleomed.com
11401,DE-MF-000010836,Manufacturer,Germany,Aoyama Optical Germany GmbH,DE812940746,DE46954880000,HRB 23890 P,Ahornstr.,11,,,Potsdam,14482,Germany,info@aoyama-optical.de,,
11402,US-MF-000015762,Manufacturer,United States,Invacare Corporation,,,,One Invacare Way,,,,Elyria,44035,United States,compliance@invacare.com,,
11403,FR-MF-000009697,Manufacturer,France,DESSINTEY,FR07831210620,FR83121062000017,831 210 620 R.C.S. Saint Etienne,Parc Technologique METROTECH,,,,SAINT JEAN BONNEFONDS,42650,France,qualite@dessintey.com,,
11404,DE-MF-000006864,Manufacturer,Germany,biotrics bioimplants AG,DE303762164,DE664301145700086,HRB 210326 B,Ullsteinstraße,108,,,Berlin,12109,Germany,info@biotrics.com,+49 30 346494500,www.biotrics.com
11405,DE-MF-000006985,Manufacturer,Germany,Invacare GmbH,DE 197309689,,,Am Achener Hof,8,,,Isny im Allgäu,88316,Germany,compliance@invacare.com,,www.invacare.de
11406,ES-MF-000007890,Manufacturer,Spain,"Laboratorios Clarben, S.A.",ESA85234896,,,Calle Asura,111,local 1 y 4,,Madrid,28043,Spain,tecnico@clarben.com,+34914458595,https://www.clarben.com/
11407,BE-MF-000007874,Manufacturer,Belgium,Metra bv,BE0458474359,0458474359,,Jan Samijnstraat ,25,,,Gent,9050,Belgium,info@metra.be,+32 9 227 71 74,www.metra.be
11408,GB-MF-000007614,Manufacturer,United Kingdom (ex Northern Ireland),MatOrtho Limited,GB104619242,GB104619242000,7323441,Mole Business Park,19/20,Randalls Road,,Leatherhead,KT22 7BA,United Kingdom (ex Northern Ireland),info@matortho.com,+441372224200,www.matortho.com
11409,US-MF-000019977,Manufacturer,United States,"Medtronic, Inc.",,,,Medtronic Parkway,710,,,Minneapolis,MN 55432,United States,rs.eudamedinquiries@medtronic.com,,
11410,SG-MF-000022418,Manufacturer,Singapore,SG Diagnostics Pte Ltd,,,202038111M, Ang Mo Kio Industrial park 2,26,,,Singapore ,569507,Singapore,valerie.yeo@sgdiagnostics.com,+65 9672 8944,sgdiagnostics.com
11411,CN-MF-000009279,Manufacturer,China,"DiaTrust Medical Co., Ltd",,,,"1698 Shuanglong Avenue, Jiangning District",,,,NanJing,210000,China,nancy@diatrust.cn,,
11412,ES-MF-000007933,Manufacturer,Spain,MESSER IBÉRICA DE GASES SAU,ESA08255317,ESA08255317,A08255317,"Autovía Tarragona-Salou, KM 3.8",,,,Vilaseca,43480,Spain,info.es@messergroup.com,+34 977 30 95 00,www.messer.es
11413,CN-MF-000009539,Manufacturer,China,"WENZHOU HUISHI TRADING CO.,LTD.",,,,"Room 1006, Yueshang Mansion, Nanhui Street, Lucheng District",,,,Wenzhou,325000,China,rita_zeng@flexyeyewear.com,,
11414,CN-MF-000009374,Manufacturer,China,"Jiangxi Feilikang Medical Technology Co., Ltd.",,,91360302MA39585T9D,"Building 8, Anyuan Electronic Information Industry Park",,,,Pingxiang,337000,China,Keller@midbluegroup.com,+8613808514218,www.feilikang.com
11415,IT-MF-000018521,Manufacturer,Italy,Farmigea S.p.A.,01589970506,IT01589970506,138901,Via G.B Oliva,6/8,,,Pisa,56121,Italy,d.piacenza@farmigea.it,,
11416,DE-MF-000018541,Manufacturer,Germany,Pader Medi.Tech GmbH & Co. KG,DE233208634,DE4782593,HRA4023,Stettiner Str. ,26,,,Paderborn,33106,Germany,oertel@padermeditech.de,04283-3910731,
11417,CN-MF-000009509,Manufacturer,China,"Ningbo Tianshun Rubber Products Co., Ltd.",,,,"Yushan Industrial Zone,Sanqishi ",,,,Yuyao,315000,China,jessie@tianshun-rubber.com,,
11418,GB-MF-000010182,Manufacturer,United Kingdom (ex Northern Ireland),Acurable Limited,GB270468691,GB270468691000,10310661,Cranwood Street,5-7 ,Finsgate,,London,EC1V 9EE,United Kingdom (ex Northern Ireland),manufacturer@acurable.com,,
11419,BE-MF-000007082,Manufacturer,Belgium,Medixbel S.A.,0466.049.564,BE0466049564,BE0466049564,rue d'Othée,214,,,Ans,4430,Belgium,info@medixbel.be,+3242474610,www.medixbel.be
11420,DE-MF-000006996,Manufacturer,Germany,Amparo GmbH,DE308610759,DE 22539 00500 98583,,Lahnstr.,17,,,Berlin,12055,Germany,admin@amparo.world,+49 3028423967,https://www.amparo.world
11421,DE-MF-000006948,Manufacturer,Germany,SPEQ GmbH,DE 156784633,DE 6630324,HRB 281274,Tannbachstraße,10,,,Steinenberg,73635,Germany,info@speq.de,,www.speq.de
11422,CN-MF-000008754,Manufacturer,China,"Zhangzhou Anyue Sanitation Supplies Co.,Ltd.",91350602MA32CPAU7G,,,Zhangzhou Xiangcheng District,"No.402 Fengle Village, Shiting Town",,,"Zhangzhou,Fujian",363000,China,zouq88@foxmail.com,,
11423,DE-MF-000009444,Manufacturer,Germany,SPIGRON Spin GmbH,DE196874434,6435505,Amtsgericht Coesfeld,Röntgenstraße ,10,,,Gronau,48599,Germany,info@spigronspin.com,+49(0)2562 21322,www.trittschaum.shop
11424,IT-MF-000018668,Manufacturer,Italy,Silfradent S.R.L.,01721580403,,,Via Giuseppe di Vittorio,37,,,S.Sofia (FC),47018,Italy,info@silfradent.com,+39 0543 970684 ,
11425,FR-MF-000016219,Manufacturer,France,EMBODY MEDICAL,FR90809085368,,,rue Mercoeur,20,,,Nantes,44000,France,s.romanet@icloud.com,,https://embody-lingerie.com/fr/
11426,DE-MF-000007020,Manufacturer,Germany,Alfred Becht GmbH,DE142553648,,,Carl-Zeiss-Straße,16,,,Offenburg,77656,Germany,erten@becht-online.de,,www.becht-online.de
11427,TW-MF-000015967,Manufacturer,Taiwan,DIVA Laboratories. Ltd.,DE290656564,,,"9F., No.351, Sec.2, Zhongshan Rd, Zhonghe  Dist.,",,,,New Taipei City,235,Taiwan,customercare@diva.com.tw,+886222268631,
11428,FR-MF-000024007,Manufacturer,France,FLO X-R,FR43794269928,,,PLACE DE LA CROIX ROUSSE,18,,,LYON,69004,France,all.lunetterie@gmail.com,,
11429,DE-MF-000007220,Manufacturer,Germany,Bort GmbH,DE 147318886,,,Am Schweizerbach ,1,,,Weinstadt,71384,Germany,medical@bort.com,07151-99200-0,www.bort.com
11430,IT-MF-000019024,Manufacturer,Italy,Esaote S.p.A.,IT05131180969,IT05131180969,,Via Enrico Melen,77,,,Genova,16152,Italy,qa@esaote.com,+3901065471,
11431,IT-MF-000022646,Manufacturer,Italy,INNOLIVING SPA,IT02427680422,IT02427680422,,VIA MERLONI,2/B,,,ANCONA,60131,Italy,laura.lavarini@innoliving.it,+390712867616,www.innoliving.it
11432,DE-MF-000006363,Manufacturer,Germany,Infumed GmbH,DE213870459,DE6557406,HRB 200927,Industriestraße,47,,,Friedeburg,26446,Germany,info@infumed.de,+4944659419010,www.infumed.de
11433,DE-MF-000007086,Manufacturer,Germany,dpv-analytics GmbH,43/716/02734,,HRB 153940,Schloßstraße ,12,,,Hamburg,22041,Germany,s.kranz@dpv-analytics.com,+4940334629099,Www.dpv-analytics.com
11434,JP-MF-000004827,Manufacturer,Japan,"Nemoto Kyorindo Co., Ltd.",,,,2-27-20 Hongo Bunkyo-ku,,Hongo Center Building 3F,,Tokyo,113-0033,Japan,jim@nemoto-do.co.jp,,
11435,CN-MF-000013816,Manufacturer,China,"Jiangsu Hope Biomedical Science&Technology Co.,Ltd",,3210965182,,"No.3 building.High-tech Innovation Service Center, Jiangdu District Yangzhou City，People’s Republic of China",,,,"Yangzhou,Jiangsu",225211,China,juan.liu@hoboat.com,,
11436,BE-MF-000007987,Manufacturer,Belgium,CERHUM sa,BE 0640.975.802,,,rue des pôles,1,,,Liege,4000,Belgium,info@cerhum.com,+32 4 361 59 12,https://www.cerhum.com/
11437,IT-MF-000018759,Manufacturer,Italy,Valmed srl,IT00877240143 ,,,dell'Industria,3,,,Tovo di Sant'Agata (Sondrio),23030,Italy,gallig@valmedsrl.com,+39 0342 771049,
11438,IT-MF-000020509,Manufacturer,Italy,Laboratori Baldacci S.p.A.,IT00108790502,,,via S. Michele degli Scalzi,73,,,Pisa,56124,Italy,infoeu@baldaccilab.com,+39 050313271,www.laboratoribaldacci.it
11439,CN-MF-000008753,Manufacturer,China,"Andent Dental Co.,Ltd",,91130983561977719C,,Zhaili Village ，Qijiawu Town,,,,"Huanghua city, Hebei province",061100,China,info@andent.cn,008615369780911,www.andent.cn
11440,CN-MF-000016842,Manufacturer,China,"Beijing Beishute Maternity and Child Articles Co., Ltd.",911102287000015061,,,"YuanGuang Street, Miyun District",No.3,,,Beijing,101500,China,yangxm@bjbest.com.cn,,
11441,PK-MF-000009458,Manufacturer,Pakistan,Bluemed Surgical,,,,Muslim Town ,,Airport Road  Kotli Behram Sialkot-Pakistan,,Sialkot,51310,Pakistan,info@bluemedsurgical.com,+92 308 6400093,
11442,CN-MF-000006016,Manufacturer,China,"Kingstar Industries (Wuhan) Co., Ltd.",91420100688816365G,,,Xiaoxiangxi Road,No.5,"Jinyinhu, Dongxihu District",,Wuhan City,430040,China,Jun.liu@kingstarmedical.cn,+86-15827416543,
11443,US-MF-000010252,Manufacturer,United States,SPL INT INT,,,,hermleigh rd,221,,20902,silver spring,20902,United States,info@hooksplint.com,,
11444,KR-MF-000011970,Manufacturer,Republic of Korea,WIDE / MF,,,,"15F, The First Tower Ⅲ, 602, Dongtangiheung-ro",602,"Hwaseong-si, Gyeonggi-do , Korea",,Hwaseong-si,18469,Republic of Korea,swkim@widecorp.com,+82 031 218 1604,http://www.widecorp.com/
11445,AU-MF-000008414,Manufacturer,Australia,Medmont International Pty.Ltd.,,,,Norcal Rd,5/56,,,"Nunawading, Victoria",3131,Australia,info@medmont.com,,
11446,CN-MF-000009048,Manufacturer,China,Double Medical Technology Inc.,,,,"No. 18, Shanbianhong East Road, Haicang District",No.18,,,"Xiamen, Fujian",361026,China,intl_ra@double-medical.com,,
11447,KR-MF-000007839,Manufacturer,Republic of Korea,"SCL Co., Ltd.",,,,Galmachi-ro,186,"902.903, Banpo Technopia",,"Jungwon-gu, Sungnam-si, Gyeonggi-do",13230,Republic of Korea,sclmedical@naver.com,,
11448,TW-MF-000014580,Manufacturer,Taiwan,"Master & Frank Enterprise Co., Ltd.",,,,"19F, No. 57, Sec. 2, Tun Hwa S. Rd.",,,,Taipei,106,Taiwan,info@master-frank.com.tw,+886-2-23255066,www.master-frank.com
11449,KR-MF-000002344,Manufacturer,Republic of Korea,"IMEDICOM Co., Ltd.",,,,LS-ro,172,"#612, #709, #804, #815",,Gunpo-si,15807,Republic of Korea,lbj@gmail.com,+82-70-4678-3294,
11450,FR-MF-000009482,Manufacturer,France,BELVUE,FR68440767663,FR68440767663,440767663,COURS DES JUILLIOTTES,31,BATIMENT C DROITE - 2EME ETG,,MAISONS-ALFORT,94700,France,gestion@eurobraille.fr,+33155269100,www.eurobraille.fr
11451,PT-MF-000007627,Manufacturer,Portugal,Equalperspective Lda,,PT514998601,,"Rua de Perlinhas, ",566,,4435-393,Rio Tinto,4435-393,Portugal,geral@geritex.pt,+351 220 739 702,www.geritex.pt
11452,FR-MF-000008331,Manufacturer,France,Eyesoft,FR35 833 515 026 ,,833 515 026 R.C.S. Bordeaux,boulevard Président Franklin Roosevelt,76,,,Bordeaux,33800,France,contact@eyesoft.fr,,https://www.eyesoft.fr/
11453,IT-MF-000019319,Manufacturer,Italy,COMEDICAL S.r.l.,01128170220,,,Via della Cooperazione,29,,,Trento (TN),38123,Italy,info@comedical.biz,+39 0461 945876,www.comedical.biz
11454,US-MF-000009662,Manufacturer,United States,"Astute Medical, Inc.",284049987,,,General Atomics Court,3550,Building 2/R620,,"San Diego, CA",92121-1122,United States,info@astutmedical.com,+1 858 500 7000,www.astutemedical.com
11455,ES-MF-000016325,Manufacturer,Spain,Alodia Farmacéutica S.L.,B-87734919,ESB87734919,8396-PS,"Avenida de la Industria 34, nave F, 28108, Alcobendas, Madrid",34,,28108,Alcobendas,28108,Spain,jperez@alodiafarmaceutica.com,+34918049938,www.alodiafarmaceutica.com
11456,IT-MF-000020500,Manufacturer,Italy,DIEMME FASHION GROUP SRL,04550470266,,,Via delle Industrie,81,,,Onè di Fonte ,31010,Italy,mascherine@diemme.com,+39 0423 946457,
11457,NL-MF-000010905,Manufacturer,Netherlands,Kuros Biosciences,NL 8140.69.897 B01,NL814069897,30197637,Professor Bronkhorstlaan,10,Building 48,,Bilthoven,3723 MB,Netherlands,cs.eu@kurosbio.com,+41(0)447334749,https://kurosbio.com/
11458,IT-MF-000018760,Manufacturer,Italy,Nirial Pharma srl,03561110275,,,Via Rovani,7,,,Milano,20123,Italy,info@nirialpharma.com,+39 0287285230,www.nirialpharma.com
11459,DE-MF-000009434,Manufacturer,Germany,ZeoSys Medical GmbH,DE319950838,DE839333458323427,HRB32192P,Im Biotechnologiepark,9,,,Luckenwalde,14943,Germany,info@zeosys-medical.de,+4933714039915,www.zeosys-medical.de
11460,US-MF-000018083,Manufacturer,United States,"C2N Diagnostics, LLC",,,US 26-141386,Duncan Avenue,4340,,,St. Louis,63110,United States,ifogelman@c2n.com,,www.c2n.com
11461,US-MF-000008797,Manufacturer,United States,"Electrochemical Oxygen Concepts, Inc.",,,,Network Blvd. ,12500,Suite 310,,San Antonio,78249,United States,info@eo2.com,+1-800-825-2979,www.eo2.com
11462,LV-MF-000006828,Manufacturer,Latvia,TONUS ELAST SIA,LV40003264768,LV40003264768,40003264768,,,,,"“Pilskalni”, Grīnvalti, Nīcas pagasts, Nīcas novads",LV3473,Latvia,info@tonus.lv,+37163431547,www.tonuselast.com
11463,SE-MF-000007753,Manufacturer,Sweden,Kvistberga Group AB,SE556869256901,SE5568692569,,Lancashirevägen,5C,,,Ramnäs,73560,Sweden,info@kvistberga.se,+462166100,www.kvistberga.se
11464,TW-MF-000011348,Manufacturer,Taiwan,"HCMed Innovations Co., Ltd.",,,,"Rm.B, 10F, Sec. 2, Dunhua S. Rd",No.319,,,Taipei City,106,Taiwan,info@hcmed-inno.com, +886227326596,www.hcmed-inno.com
11465,DE-MF-000009068,Manufacturer,Germany,Rhyk Technologies GmbH,DE310779375,DE929614860525755,HRB102592,Bahnhofsvorplatz ,1,,,Köln,50667,Germany,v.tabrizi@rhyk.com,,
11466,DK-MF-000010162,Manufacturer,Denmark,Neurescue Aps,CVRP-nr 1019215055,DK35802185,,Købmagergade,53,,,Copenhagen,1150,Denmark,contact@neurescue.com,+45 5 353 67 60,www.neurescue.com
11467,GB-MF-000008065,Manufacturer,United Kingdom (ex Northern Ireland),Cipher Surgical Limited.,103237364,GB 103 2373 64 000,SC378738,The Venture Centre,,Sir William Lyons Road,,Coventry,CV4 7EZ,United Kingdom (ex Northern Ireland),info@ciphersurgical.com,,https://www.ciphersurgical.com
11468,ES-MF-000009479,Manufacturer,Spain,MOZO GRAU SA,A47374269,ESA47374269,,SANTIAGO LOPEZ GONZALEZ,7,,,VALLADOLID,47197,Spain,josefag@mozo-grau.com,,
11469,IT-MF-000020325,Manufacturer,Italy,Titanox S.r.l.,00679310193,,,"Via canove de' biazzi, Torre de' Picenardi (CR)",2A,,,Torre de' Picenardi,26038,Italy,info@titanox.it,+390375394065,www.titanox.it
11470,FI-MF-000012405,Manufacturer,Finland,Solutos Oy,FI24837585,,2483758-5,Koskenmäentie,12,,,Tuusula,04300,Finland,contact@solutos.fi,,www.solutos.fi
11471,DK-MF-000009425,Manufacturer,Denmark,Origio A/S ,1000161784,,,Knardrupvej ,2,,,Måløv,2760,Denmark,RA@coopersurgical.com,,
11472,UA-MF-000010285,Manufacturer,Ukraine,GOLNIT Ltd,,,VAT equivalent 304681326500,Kharkivske Shose,48,,,Kyiv,02160,Ukraine,info@golnit.com,+38044 296 19 82,golnit.com
11473,ES-MF-000009023,Manufacturer,Spain,"Laboratorios Liconsa, S.A.",ESA08576134,ESA08576134,M-159185,c/ Dulcinea,S/N,,28805,Alcalá de Henares,28805,Spain,IntPSLiconsa@chemogroup.com,+ 34 949 34 97 00,
11474,CN-MF-000009612,Manufacturer,China,Yichang Zhanzhao E-commerce Co Ltd,,,,"Room 816, Tianhui Building 41th Fazhan Road, Xiling District",,,,Yichang,443005,China,admin@zhanzhaoglasses.com,,
11475,BE-MF-000007260,Manufacturer,Belgium,Batojan,BE0745360173,BE0745360173,,Sportstraat,2,,,Zwevegem,8551,Belgium,contact@pharmacleft.com,,www.pharmacleft.com
11476,NL-MF-000010820,Manufacturer,Netherlands,FIXUS BV,NL800964421b01,,09078802,Hoorn,2,,,Ede,6713KR,Netherlands,info@fixus.nl,+31 (0) 318 651083,www.fixus.nl
11477,HU-MF-000007115,Manufacturer,Hungary,Newmars Technologies kft,HU26582511,HU0071236900,01-09-333369,Széchenyi István tér ,7,,,Budapest,1051,Hungary,k.majoros@newmars-technologies.com,+36205768417,
